0.8421239853,0.2776119709,-0.0460619926,-0.0813438892,-1.4710640907
0.4294781685,0.0735900402,-0.3252499104,-0.2976379395,-1.156594038
0.0275700092,0.0168321133,-0.500125885,-0.1549758911,-1.1980121136
0.0275700092,0.0214340687,-0.4510378838,-0.0015759468,-1.3759560585
0.0199000835,0.0152981281,-0.3482599258,0.1119401455,-1.5446163416
0.0199000835,0.0152981281,-0.3912119865,0.3052239418,-1.5446163416
-0.4985918999,0.4095361233,0.0475120544,0.0490460396,-1.5446163416
-0.5400099754,0.4049339294,0.0950660706,0.0183660984,-1.5446163416
-0.2869000435,0.2714760303,-0.1058878899,0.0919981003,-1.5446163416
0.0214340687,0.0183660984,-0.2761619091,0.1196100712,-1.5446163416
0.0214340687,0.0183660984,-0.2684919834,0.0582499504,-1.5446163416
0.0214340687,0.0183660984,-0.4203579426,-0.2393460274,-1.1872740984
0.3328361511,0.0168321133,-0.4050178528,-0.3141592741,-1.1121079922
0.6503739357,0.0168321133,-0.2240059376,-0.2209379673,-1.3376060724
0.5460619926,0.0168321133,-0.0445280075,-0.3114440441,-1.3774900436
0.5721399784,0.0168321133,-0.0598678589,-0.0920820236,-1.5446163416
0.0199000835,0.0214340687,0.0475120544,-0.3141592741,-1.4143060446
0.0214340687,0.0214340687,0.0444440842,-0.14270401,-1.5446163416
-0.1288979053,0.0214340687,-0.0046439171,-0.1058878899,-1.5446163416
-0.4065520763,0.1395521164,0.0705220699,-0.1304318905,-1.5446163416
-0.6519920826,0.3900311589,0.4248759747,-0.3141592741,-1.5431621075
-0.7240900993,0.1134741306,0.1733000278,-0.1856560707,-1.5446163416
-0.5446119308,0.2622721195,0.3297679424,-0.2915019989,-1.5446163416
-0.234744072,0.0229680538,0.164096117,-0.2562198639,-1.5446163416
-0.0230519772,0.0214340687,0.0674540997,-0.3141592741,-1.4557241201
0.4126040936,0.0229680538,0.1073379517,-0.2869000435,-1.5308901072
0.5614020824,0.1318819523,0.3451080322,-0.3141592741,-1.5446163416
0.5153820515,0.1763679981,0.446352005,-0.3141592741,-1.5446163416
0.2239220142,-0.1104898453,0.3006219864,-0.3141592741,-1.5446163416
-0.1058878899,-0.0261199474,0.2453980446,-0.3141592741,-1.5446163416
-0.0199840069,-0.0261199474,0.164096117,-0.2761619091,-1.5446163416
-0.454105854,-0.0261199474,0.2975540161,-0.3141592741,-1.5446163416
-0.7348279953,0.2070479393,0.4233419895,-0.3141592741,-1.5446163416
-0.9818019867,0.1656301022,0.4739639759,-0.3141592741,-1.5446163416
-0.8820919991,0.0214340687,0.4371480942,-0.3141592741,-1.5446163416
-0.395813942,0.1134741306,0.4739639759,-0.3141592741,-1.5446163416
-0.0660040379,0.2116501331,0.6258301735,-0.3141592741,-1.5446163416
0.2162520885,-0.3651340008,0.118076086,-0.3141592741,-1.5446163416
-0.2961039543,-0.4280278683,0.134950161,-0.3141592741,-1.5446163416
0.7040641308,-0.1871900558,0.2975540161,-0.3141592741,-1.5446163416
0.6288981438,0.013764143,-0.3620660305,-0.2194039822,-1.2409640551
0.3819241524,0.082793951,-0.2976379395,-0.1595778465,-1.3161300421
0.0214340687,-0.0107798576,-0.3896780014,-0.1626460552,-1.2885180712
0.024502039,-0.0107798576,-0.4280278683,0.1196100712,-1.5170841217
-0.3559298515,-0.0107798576,-0.2761619091,0.1380181313,-1.5446163416
-0.0261199474,-0.0107798576,-0.3237159252,0.1211440563,-1.5446163416
-0.0261199474,-0.0107798576,-0.424959898,-0.0644700527,-1.3514120579
-0.0261199474,-0.0107798576,-0.395813942,-0.3141592741,-1.1182441711
0.5199840069,0.0935320854,-0.199461937,-0.1795198917,-1.3376060724
0.8221821785,0.1656301022,-0.067538023,-0.1411700249,-1.4465200901
-1.0891819,-0.4302187562,0.1947760582,-0.3141592741,-1.5446163416
-0.7946538925,-0.2807638645,0.1794359684,-0.3141592741,-1.5446163416
-0.4725139141,-0.3743379116,0.082793951,-0.3141592741,-1.5446163416
0.1763679981,-0.2684919834,0.1594939232,-0.3141592741,-1.5446163416
0.2561359405517578,-0.3958139419555664,0.08739614486694336,-0.3141592741012573,-1.5446163415908813
0.5445280075073242,-0.2945699691772461,0.13648414611816406,-0.3141592741012573,-1.5446163415908813
0.877406120300293,-0.20406389236450195,0.09506607055664062,-0.2654240131378174,-1.533958077430725
0.7117340564727783,0.010695934295654297,-0.010779857635498047,-0.2055978775024414,-1.4649280309677124
0.46782803535461426,0.010695934295654297,0.07819199562072754,-0.21020007133483887,-1.5446163415908813
0.21471810340881348,0.010695934295654297,0.08125996589660645,-0.1733839511871338,-1.5446163415908813
0.32363200187683105,0.010695934295654297,0.059783935546875,-0.21326804161071777,-1.5293561220169067
0.015298128128051758,0.010695934295654297,-0.038392066955566406,-0.12889790534973145,-1.5446163415908813
-0.36820197105407715,0.010695934295654297,0.05058002471923828,-0.1565098762512207,-1.5446163415908813
-0.6627299785614014,0.010695934295654297,0.013764142990112305,-0.042994022369384766,-1.5446163415908813
-0.5169999599456787,0.010695934295654297,-0.18412208557128906,0.09353208541870117,-1.5446163415908813
-0.33138608932495117,0.010695934295654297,-0.21633601188659668,0.04137611389160156,-1.5278220176696777
-0.22400593757629395,0.15642595291137695,-0.11509203910827637,-0.04912996292114258,-1.460326075553894
0.1809699535369873,0.08432793617248535,-0.23474407196044922,-0.17798590660095215,-1.3069260120391846
0.5353240966796875,0.06745409965515137,-0.20713186264038086,-0.16264605522155762,-1.351412057876587
0.6856560707092285,0.15642595291137695,-4.1961669921875e-05,-0.1565098762512207,-1.4618600606918335
